t_unix,accepted,inliers,matches,sigma_m,reproj_err_px,fix_n,fix_e,truth_n,truth_e,fix_error_m
1789657697.955,1,46,435,8.0,1.73,60.834,495.556,59.116,495.662,1.721
1789657698.011,1,47,424,8.0,1.759,59.111,495.071,59.116,495.662,0.591
1789657698.136,1,43,421,8.0,1.843,57.750,494.737,56.008,495.748,2.015
1789657698.193,1,43,411,8.0,1.689,56.274,494.784,56.008,495.748,1.000
1789657698.345,1,45,423,8.0,1.683,53.284,494.337,53.140,495.833,1.503
1789657698.495,1,45,411,8.0,1.596,51.922,494.428,51.468,495.885,1.526
1789657700.585,1,45,425,8.0,1.684,19.082,497.418,20.178,496.966,1.186
1789657700.805,1,54,389,8.0,1.675,15.498,497.418,17.144,497.031,1.691
1789657700.995,1,48,356,8.0,1.637,13.388,497.673,14.290,497.080,1.079
1789657701.047,1,51,381,8.0,1.672,12.907,498.038,12.863,497.100,0.938
1789657701.094,1,54,350,8.0,1.725,11.838,498.332,12.863,497.100,1.602
1789657701.142,1,48,348,8.0,1.601,10.698,497.716,11.437,497.118,0.951
1789657701.318,1,50,370,8.0,1.552,10.059,498.436,9.952,497.133,1.308
1789657701.448,1,47,358,8.0,1.471,8.780,498.606,6.744,497.155,2.499
1789657701.491,1,51,366,8.0,1.393,5.953,498.048,6.744,497.155,1.192
1789657701.537,1,53,366,8.0,1.69,5.459,498.343,5.319,497.162,1.190
1789657701.581,1,51,365,8.0,1.671,4.780,498.179,5.319,497.162,1.152
1789657701.621,1,44,359,8.0,1.661,4.163,498.391,5.319,497.162,1.688
1789657701.665,1,53,346,8.0,1.458,3.421,498.255,3.895,497.166,1.187
1789657701.701,1,42,356,8.0,1.542,2.858,498.344,3.895,497.166,1.570
1789657701.742,1,47,346,8.0,1.528,2.717,498.466,2.471,497.168,1.321
1789657701.780,1,47,347,8.0,1.561,2.184,498.503,2.471,497.168,1.366
1789657701.819,1,50,351,8.0,1.668,1.554,498.266,2.471,497.168,1.431
1789657701.900,1,55,345,8.0,1.592,-0.067,498.267,0.810,497.167,1.407
1789657701.939,1,54,328,8.0,1.683,-0.476,498.395,-0.673,497.164,1.246
1789657701.980,1,49,326,8.0,1.663,-0.788,498.354,-0.673,497.164,1.195
1789657702.017,1,51,344,8.0,1.692,-1.510,498.412,-0.673,497.164,1.503
1789657702.057,1,54,356,8.0,1.511,-1.996,498.740,-2.096,497.159,1.584
1789657702.103,1,53,337,8.0,1.597,-2.431,498.618,-2.096,497.159,1.497
1789657702.150,1,52,335,8.0,1.582,-2.899,498.390,-3.460,497.152,1.359
1789657702.197,1,48,357,8.0,1.608,-3.820,498.679,-3.460,497.152,1.569
1789657702.243,1,45,335,8.0,1.602,-4.825,498.586,-5.121,497.141,1.474
1789657702.320,1,47,326,8.0,1.578,-5.483,498.666,-5.121,497.141,1.567
1789657702.406,1,54,332,8.0,1.48,-6.172,498.675,-6.603,497.129,1.605
1789657702.445,1,41,332,8.0,1.629,-7.710,498.405,-7.967,497.115,1.315
1789657702.527,1,46,319,8.0,1.507,-8.806,498.510,-7.967,497.115,1.628
1789657702.625,1,51,334,8.0,1.55,-9.325,498.656,-9.390,497.099,1.559
1789657702.662,1,56,331,8.0,1.63,-10.564,498.592,-10.813,497.080,1.533
1789657702.703,1,54,328,8.0,1.714,-11.454,498.746,-10.813,497.080,1.785
1789657702.742,1,55,330,8.0,1.648,-11.584,498.897,-12.532,497.053,2.073
1789657702.780,1,50,340,8.0,1.689,-12.796,498.790,-12.532,497.053,1.756
1789657702.873,1,50,323,8.0,1.753,-13.416,498.652,-13.955,497.028,1.711
1789657702.915,1,52,343,8.0,1.8,-14.892,498.894,-13.955,497.028,2.088
1789657702.953,1,55,332,8.0,1.577,-14.791,498.872,-15.378,496.999,1.963
1789657702.993,1,56,329,8.0,1.687,-15.339,499.169,-15.378,496.999,2.170
1789657703.038,1,54,331,8.0,1.596,-15.707,499.061,-16.800,496.968,2.362
1789657703.141,1,49,328,8.0,1.531,-16.547,499.020,-18.460,496.926,2.836
1789657703.183,1,45,336,8.0,1.74,-18.859,499.011,-18.460,496.926,2.122
1789657703.222,1,51,337,8.0,1.667,-19.475,499.035,-18.460,496.926,2.341
1789657703.261,1,51,339,8.0,1.694,-19.428,499.469,-19.942,496.884,2.635
1789657703.300,1,48,344,8.0,1.617,-20.166,499.437,-19.942,496.884,2.563
1789657703.341,1,51,349,8.0,1.76,-20.654,499.281,-21.424,496.838,2.561
1789657703.380,1,49,339,8.0,1.62,-21.174,499.867,-21.424,496.838,3.038
1789657703.426,1,49,344,8.0,1.594,-22.039,499.512,-21.424,496.838,2.744
1789657703.465,1,48,335,8.0,1.6,-21.936,499.585,-22.905,496.788,2.960
1789657703.505,1,52,344,8.0,1.587,-23.297,499.456,-22.905,496.788,2.696
1789657703.545,1,47,345,8.0,1.649,-24.032,499.733,-24.268,496.737,3.005
1789657703.601,1,53,354,8.0,1.806,-24.508,499.705,-24.268,496.737,2.977
1789657703.700,1,47,345,8.0,1.657,-25.043,500.124,-25.750,496.678,3.518
1789657703.741,1,46,373,8.0,1.672,-26.449,499.889,-27.172,496.615,3.352
1789657703.783,1,48,373,8.0,1.695,-27.767,499.687,-27.172,496.615,3.129
1789657703.823,1,49,373,8.0,1.8,-27.390,500.418,-27.172,496.615,3.809
1789657703.865,1,44,340,8.0,1.673,-28.393,500.169,-28.653,496.545,3.633
1789657703.907,1,47,372,8.0,1.587,-28.683,500.702,-28.653,496.545,4.157
1789657703.948,1,51,345,8.0,1.679,-29.857,500.453,-30.074,496.472,3.987
1789657703.991,1,48,354,8.0,1.757,-30.488,500.239,-30.074,496.472,3.790
1789657704.034,1,42,351,8.0,1.655,-30.899,500.478,-31.555,496.389,4.141
1789657704.075,1,46,358,8.0,1.568,-31.004,501.095,-31.555,496.389,4.738
1789657704.163,1,47,369,8.0,1.673,-32.647,500.727,-33.271,496.285,4.486
1789657704.459,1,52,338,8.0,1.655,-36.588,502.115,-37.705,495.973,6.243
1789657706.302,1,36,326,8.0,1.745,-63.607,498.652,-63.922,492.679,5.981
1789657706.643,1,38,338,8.0,1.827,-69.476,497.640,-69.830,491.646,6.004
1789657706.701,1,33,351,8.0,1.727,-70.566,496.559,-69.830,491.646,4.967
1789657706.761,1,34,333,8.0,1.49,-71.025,499.314,-71.465,491.346,7.980
1789657706.949,1,34,334,8.0,1.647,-72.640,496.894,-74.380,490.795,6.343
1789657706.999,1,33,347,8.0,1.79,-74.659,495.342,-74.380,490.795,4.557
1789657707.052,1,33,346,8.0,1.821,-75.587,495.137,-75.778,490.523,4.618
1789657707.106,1,36,356,8.0,1.619,-76.154,495.593,-75.778,490.523,5.084
1789657707.183,1,39,363,8.0,1.59,-76.443,495.642,-77.175,490.246,5.446
1789657707.244,1,32,353,8.0,1.725,-78.371,495.191,-78.571,489.963,5.231
1789657707.350,1,30,362,8.0,1.711,-79.975,494.652,-80.198,489.627,5.030
1789657707.397,1,39,365,8.0,1.542,-80.358,495.014,-80.198,489.627,5.390
1789657707.449,1,34,328,8.0,1.415,-81.021,494.957,-81.533,489.344,5.636
1789657707.563,1,34,342,8.0,1.576,-83.585,494.866,-82.983,489.031,5.866
1789657707.625,1,32,363,8.0,1.754,-84.011,494.605,-82.983,489.031,5.669
1789657707.795,1,29,342,8.0,1.751,-86.821,494.028,-86.052,488.347,5.733
1789657707.926,1,35,366,8.0,1.678,-87.298,493.902,-87.208,488.081,5.821
1789657708.900,1,28,334,8.0,1.626,-101.436,489.839,-101.806,484.393,5.459
1789657709.291,1,27,316,8.0,1.587,-108.462,487.444,-107.518,482.790,4.749
1789657709.885,1,34,324,8.0,1.476,-115.938,485.051,-115.823,480.319,4.734
1789657709.973,1,33,325,8.0,1.637,-117.043,484.592,-117.241,479.882,4.715
1789657710.188,1,35,327,8.0,1.515,-120.937,482.863,-120.300,478.926,3.988
1789657710.233,1,29,316,8.0,1.534,-120.852,482.953,-120.300,478.926,4.065
1789657710.395,1,36,303,8.0,1.556,-123.382,481.891,-123.014,478.063,3.846
1789657710.437,1,35,293,8.0,1.713,-124.279,481.184,-123.014,478.063,3.367
1789657710.485,1,33,318,8.0,1.757,-124.687,480.707,-124.426,477.610,3.108
1789657710.539,1,38,330,8.0,1.815,-125.375,480.301,-124.426,477.610,2.854
1789657710.619,1,34,327,8.0,1.688,-126.484,479.916,-125.780,477.173,2.832
1789657710.794,1,35,328,8.0,1.627,-128.755,478.007,-128.769,476.205,1.803
1789657710.867,1,35,336,8.0,1.603,-129.599,477.707,-130.121,475.767,2.009
1789657710.928,1,36,323,8.0,1.555,-130.565,476.741,-130.121,475.767,1.070
1789657710.990,1,40,337,8.0,1.618,-131.674,475.807,-131.416,475.350,0.525
1789657711.045,1,38,341,8.0,1.489,-131.801,475.561,-132.768,474.917,1.162
1789657711.096,1,37,335,8.0,1.44,-133.252,474.341,-132.768,474.917,0.752
1789657711.150,1,37,353,8.0,1.587,-133.165,474.397,-134.346,474.416,1.181
1789657711.205,1,50,344,8.0,1.629,-134.226,473.475,-134.346,474.416,0.948
1789657711.257,1,47,346,8.0,1.639,-134.774,472.755,-135.698,473.991,1.543
1789657713.328,1,60,363,8.0,1.495,-164.142,465.995,-164.085,466.358,0.367
1789657713.426,1,63,376,8.0,1.449,-165.071,466.357,-165.512,465.990,0.574
1789657713.534,1,59,380,8.0,1.577,-166.752,466.041,-166.938,465.619,0.461
1789657713.594,1,67,390,8.0,1.672,-168.104,466.435,-168.306,465.260,1.192
1789657713.643,1,65,395,8.0,1.448,-169.194,466.187,-169.958,464.822,1.564
1789657713.697,1,56,389,8.0,1.466,-169.548,466.327,-169.958,464.822,1.560
1789657713.750,1,62,379,8.0,1.516,-170.713,466.075,-171.268,464.472,1.696
1789657713.807,1,53,380,8.0,1.51,-171.712,465.846,-171.268,464.472,1.444
1789657713.867,1,55,379,8.0,1.424,-172.495,465.451,-172.633,464.105,1.353
1789657713.927,1,58,391,8.0,1.435,-172.977,465.289,-172.633,464.105,1.233
1789657713.981,1,55,384,8.0,1.494,-174.316,465.037,-174.054,463.720,1.343
1789657714.035,1,63,384,8.0,1.453,-174.896,464.949,-174.054,463.720,1.489
1789657714.093,1,59,366,8.0,1.433,-175.881,464.771,-175.417,463.350,1.495
1789657714.144,1,65,393,8.0,1.435,-176.481,464.437,-177.063,462.900,1.643
1789657714.202,1,64,381,8.0,1.526,-176.932,464.347,-177.063,462.900,1.453
1789657714.261,1,66,385,8.0,1.504,-178.301,463.845,-178.480,462.512,1.345
1789657714.316,1,59,379,8.0,1.611,-178.899,463.678,-178.480,462.512,1.240
1789657714.373,1,60,364,8.0,1.708,-179.899,463.504,-179.897,462.122,1.383
1789657714.427,1,61,387,8.0,1.644,-180.605,462.936,-179.897,462.122,1.079
1789657714.480,1,67,389,8.0,1.569,-181.198,462.873,-181.199,461.762,1.111
1789657714.532,1,62,382,8.0,1.519,-182.104,462.348,-181.199,461.762,1.078
1789657714.588,1,63,390,8.0,1.463,-182.544,462.264,-182.556,461.385,0.879
1789657714.629,1,60,350,8.0,1.526,-183.521,462.154,-182.556,461.385,1.234
1789657714.675,1,60,349,8.0,1.471,-184.298,462.175,-184.194,460.927,1.252
1789657714.725,1,59,328,8.0,1.416,-185.177,461.775,-184.194,460.927,1.299
1789657714.775,1,63,327,8.0,1.611,-185.592,461.919,-185.548,460.546,1.373
1789657714.817,1,62,335,8.0,1.553,-186.406,461.594,-185.548,460.546,1.354
1789657714.865,1,67,348,8.0,1.565,-186.908,461.616,-186.901,460.162,1.454
1789657714.913,1,57,340,8.0,1.525,-187.317,461.658,-186.901,460.162,1.553
1789657714.958,1,65,341,8.0,1.546,-188.244,461.441,-188.252,459.776,1.665
1789657715.010,1,64,339,8.0,1.491,-188.875,461.350,-188.252,459.776,1.692
1789657715.077,1,61,338,8.0,1.604,-189.682,461.274,-189.828,459.322,1.958
1789657715.118,1,62,326,8.0,1.634,-190.804,461.034,-189.828,459.322,1.972
1789657715.167,1,57,338,8.0,1.392,-191.165,460.993,-190.952,458.994,2.011
1789657715.211,1,55,330,8.0,1.498,-191.628,461.001,-190.952,458.994,2.118
1789657715.253,1,59,333,8.0,1.74,-192.563,461.027,-192.637,458.498,2.530
1789657715.299,1,51,336,8.0,1.622,-192.863,460.955,-192.637,458.498,2.468
1789657715.343,1,54,325,8.0,1.52,-193.488,460.389,-193.984,458.097,2.345
1789657715.385,1,60,339,8.0,1.578,-194.588,460.608,-193.984,458.097,2.583
1789657715.504,1,55,334,8.0,1.734,-194.774,460.570,-195.329,457.691,2.932
1789657715.548,1,52,317,8.0,1.627,-196.678,460.494,-196.729,457.262,3.232
1789657715.593,1,52,300,8.0,1.677,-197.397,460.618,-196.729,457.262,3.421
1789657718.681,1,29,378,8.0,1.612,-239.609,445.361,-239.049,440.525,4.869
1789657718.945,1,14,323,8.0,1.102,-246.298,443.052,-242.854,438.694,5.555
1789657719.608,1,31,335,8.0,1.413,-252.153,440.489,-250.658,434.762,5.918
1789657720.115,1,20,330,8.0,1.188,-258.799,439.393,-257.329,431.163,8.361
1789657721.291,1,13,379,8.0,1.237,-275.567,431.536,-272.374,422.063,9.997
1789657723.970,1,60,357,8.0,1.458,-305.621,400.261,-304.338,398.347,2.304
1789657724.023,1,66,362,8.0,1.58,-306.223,398.807,-304.338,398.347,1.941
1789657724.078,1,61,337,8.0,1.468,-306.439,398.176,-305.445,397.462,1.224
1789657724.135,1,63,348,8.0,1.427,-307.664,397.798,-305.445,397.462,2.244
1789657724.190,1,68,363,8.0,1.423,-308.075,397.388,-306.736,396.429,1.647
1789657724.241,1,61,345,8.0,1.556,-308.149,396.591,-307.889,395.505,1.117
1789657724.369,1,60,351,8.0,1.472,-309.018,395.924,-309.040,394.580,1.344
1789657724.417,1,65,345,8.0,1.626,-310.836,395.510,-309.040,394.580,2.022
1789657724.463,1,67,352,8.0,1.407,-311.420,394.384,-310.191,393.653,1.430
1789657724.513,1,67,353,8.0,1.547,-311.571,394.745,-310.191,393.653,1.760
1789657724.624,1,64,356,8.0,1.677,-313.125,393.917,-311.294,392.760,2.166
1789657731.964,1,28,469,8.0,1.611,-392.947,315.875,-390.667,317.377,2.730
1789657732.411,1,8,349,8.0,0.61,-401.196,312.875,-394.824,312.789,6.373
1789657732.710,1,12,351,8.0,1.642,-400.380,311.149,-397.776,309.438,3.116
1789657734.015,1,12,336,8.0,1.679,-414.646,295.146,-409.554,294.344,5.155
1789657736.534,1,29,392,8.0,1.68,-431.842,263.444,-429.263,262.421,2.775
1789657736.816,1,28,374,8.0,1.475,-433.524,260.421,-431.442,258.582,2.778
1789657736.952,1,31,361,8.0,1.519,-433.950,258.375,-432.820,256.140,2.504
1789657738.642,1,11,353,8.0,0.742,-442.191,242.734,-444.573,233.665,9.376
1789657739.446,1,8,359,8.0,0.891,-444.410,233.547,-449.742,222.917,11.892
1789657739.636,1,10,363,8.0,1.4,-442.701,237.755,-450.478,221.354,18.151
1789657739.680,1,8,358,8.0,0.905,-443.990,233.705,-451.059,220.113,15.320
1789657740.475,0,7,358,8.0,0.775,-453.769,215.189,-456.146,209.121,6.517
1789657741.936,1,61,362,8.0,1.622,-465.416,190.856,-464.799,190.240,0.872
1789657752.184,0,5,551,8.0,0.142,-845.090,624.982,-510.908,43.364,670.788
1789657772.203,0,6,611,8.0,0.526,-810.941,-65.006,-479.577,-257.422,383.179
1789657795.559,1,10,689,8.0,0.755,-276.387,-556.826,-275.465,-550.227,6.663
1789657795.648,1,14,438,8.0,1.352,-274.403,-551.585,-274.288,-551.146,0.454
1789657795.847,1,12,427,8.0,1.327,-271.262,-553.779,-271.734,-553.130,0.802
1789657796.000,1,33,410,8.0,1.679,-273.597,-562.073,-270.694,-553.921,8.653
1789657796.046,1,26,430,8.0,1.545,-274.761,-562.772,-269.348,-554.912,9.543
1789657796.096,1,15,418,8.0,1.395,-276.400,-567.291,-269.348,-554.912,14.247
1789657800.336,1,47,342,8.0,1.288,-207.826,-545.733,-212.331,-538.999,8.102
1789657800.389,1,55,337,8.0,1.333,-207.555,-544.964,-211.176,-538.102,7.758
1789657800.438,1,44,342,8.0,1.266,-207.194,-543.810,-211.176,-538.102,6.959
1789657800.486,1,47,352,8.0,1.432,-207.478,-543.279,-210.067,-537.246,6.565
1789657800.526,1,47,334,8.0,1.37,-207.133,-542.358,-210.067,-537.246,5.894
1789657800.578,1,46,345,8.0,1.427,-206.970,-541.664,-208.907,-536.356,5.650
1789657800.630,1,56,340,8.0,1.299,-206.478,-540.564,-208.907,-536.356,4.858
