scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_09,satellite,xfeat_mnn,L09_0071,70,90.05,88.23,89.87,4096,649,12,0.0185,1.669,0.2094,9,False,PLE-08,,,759.0,465.4,262.9,18.6
Scene_09,satellite,xfeat_mnn,L09_0072,71,90.25,88.33,90.11,4096,662,9,0.0136,0.981,1.8903,9,False,PLE-08,,,733.1,436.3,265.2,19.5
Scene_09,satellite,xfeat_mnn,L09_0073,72,90.15,88.41,90.24,4096,669,29,0.0433,1.743,0.8718,9,True,,3.1507,8.0,688.4,425.3,231.1,20.0
Scene_09,satellite,xfeat_mnn,L09_0074,73,90.22,88.45,90.42,4096,689,27,0.0392,1.897,0.9368,9,True,,1.7238,8.0,661.6,408.4,220.3,19.5
Scene_09,satellite,xfeat_mnn,L09_0075,74,90.47,88.56,90.57,4096,697,36,0.0516,1.857,2.4906,9,False,PLE-08,,,737.5,466.2,239.2,20.0
Scene_09,satellite,xfeat_mnn,L09_0076,75,90.71,88.64,90.67,4096,726,37,0.051,2.056,0.8605,9,True,,2.5113,8.0,741.6,431.2,275.4,22.2
Scene_09,satellite,xfeat_mnn,L09_0077,76,90.6,88.8,90.7,4096,724,42,0.058,1.944,1.5091,9,False,PLE-08,,,683.1,402.4,245.6,18.8
Scene_09,satellite,xfeat_mnn,L09_0078,77,90.7,88.87,90.66,4096,626,26,0.0415,1.8,0.6782,9,True,,2.1632,8.0,828.8,511.5,285.0,18.8
Scene_09,satellite,xfeat_mnn,L09_0079,78,90.43,88.91,90.7,4096,617,18,0.0292,1.543,0.7276,9,True,,1.9285,8.0,797.3,503.0,264.8,16.3
Scene_09,satellite,xfeat_mnn,L09_0080,79,90.25,88.91,90.73,4096,639,17,0.0266,1.571,0.8751,9,True,,2.1388,8.0,776.4,458.3,289.2,15.7
Scene_09,satellite,xfeat_mnn,L09_0081,80,90.48,88.9,90.75,4096,697,17,0.0244,1.893,0.8642,9,True,,1.8735,8.0,752.6,463.3,259.5,16.4
Scene_09,satellite,xfeat_mnn,L09_0082,81,90.34,88.9,90.64,4096,679,22,0.0324,1.918,0.7128,9,True,,1.7075,8.0,758.6,483.8,241.1,20.4
Scene_09,satellite,xfeat_mnn,L09_0083,82,90.25,88.83,90.66,4096,683,23,0.0337,1.431,0.7,9,True,,2.1469,8.0,725.6,461.6,234.4,17.1
Scene_09,satellite,xfeat_mnn,L09_0084,83,90.3,88.78,90.73,4096,686,11,0.016,1.781,0.196,9,False,PLE-08,,,690.5,426.9,227.9,23.8
Scene_09,satellite,xfeat_mnn,L09_0085,84,90.21,88.71,92.84,4096,638,8,0.0125,1.053,0.7472,9,False,PLE-08,,,702.9,432.9,232.8,25.4
Scene_09,satellite,xfeat_mnn,L09_0086,85,90.26,88.71,94.23,4096,675,6,0.0089,0.387,0.4711,9,False,PLE-08,,,712.2,459.5,216.3,24.2
Scene_09,satellite,xfeat_mnn,L09_0087,86,90.17,89.0,91.81,4096,689,10,0.0145,0.931,0.3542,9,False,PLE-08,,,703.2,445.1,222.2,24.1
Scene_09,satellite,xfeat_mnn,L09_0088,87,90.22,88.86,91.53,4096,714,5,0.007,0.05,1.2302,9,True,,92.7995,8.0,704.1,418.0,255.1,18.4
Scene_09,satellite,xfeat_mnn,L09_0089,88,90.36,88.65,91.32,4096,716,26,0.0363,1.543,0.8974,9,True,,1.0718,8.0,793.6,466.8,293.9,19.4
Scene_09,satellite,xfeat_mnn,L09_0090,89,90.32,88.41,91.0,4096,682,28,0.0411,1.821,0.8267,9,True,,1.605,8.0,776.4,456.1,289.2,18.3
Scene_09,satellite,xfeat_mnn,L09_0091,90,90.38,88.2,90.75,4096,657,31,0.0472,1.895,0.779,9,True,,1.7993,8.0,735.1,447.6,256.5,17.9
Scene_09,satellite,xfeat_mnn,L09_0092,91,90.57,87.96,90.47,4096,629,16,0.0254,1.112,1.031,9,True,,5.1187,8.0,687.1,428.6,230.3,15.7
